instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
14521602,56725,NIFTY24AUG22600PE,"NIFTY",0,2024-08-29,22600,0.05,25,PE,NFO-OPT,NFO
14520834,56722,NIFTY24AUG22550CE,"NIFTY",0,2024-08-29,22550,0.05,25,CE,NFO-OPT,NFO
14521090,56723,NIFTY24AUG22550PE,"NIFTY",0,2024-08-29,22550,0.05,25,PE,NFO-OPT,NFO
14520322,56720,NIFTY24AUG22500CE,"NIFTY",0,2024-08-29,22500,0.05,25,CE,NFO-OPT,NFO
14520578,56721,NIFTY24AUG22500PE,"NIFTY",0,2024-08-29,22500,0.05,25,PE,NFO-OPT,NFO
14519810,56718,NIFTY24AUG22450CE,"NIFTY",0,2024-08-29,22450,0.05,25,CE,NFO-OPT,NFO
14520066,56719,NIFTY24AUG22450PE,"NIFTY",0,2024-08-29,22450,0.05,25,PE,NFO-OPT,NFO
14519298,56716,NIFTY24AUG22400CE,"NIFTY",0,2024-08-29,22400,0.05,25,CE,NFO-OPT,NFO
14519554,56717,NIFTY24AUG22400PE,"NIFTY",0,2024-08-29,22400,0.05,25,PE,NFO-OPT,NFO
14518786,56714,NIFTY24AUG22350CE,"NIFTY",0,2024-08-29,22350,0.05,25,CE,NFO-OPT,NFO
14519042,56715,NIFTY24AUG22350PE,"NIFTY",0,2024-08-29,22350,0.05,25,PE,NFO-OPT,NFO
14518274,56712,NIFTY24AUG22300CE,"NIFTY",0,2024-08-29,22300,0.05,25,CE,NFO-OPT,NFO
14518530,56713,NIFTY24AUG22300PE,"NIFTY",0,2024-08-29,22300,0.05,25,PE,NFO-OPT,NFO
14517762,56710,NIFTY24AUG22250CE,"NIFTY",0,2024-08-29,22250,0.05,25,CE,NFO-OPT,NFO
14518018,56711,NIFTY24AUG22250PE,"NIFTY",0,2024-08-29,22250,0.05,25,PE,NFO-OPT,NFO
14517250,56708,NIFTY24AUG22200CE,"NIFTY",0,2024-08-29,22200,0.05,25,CE,NFO-OPT,NFO
14517506,56709,NIFTY24AUG22200PE,"NIFTY",0,2024-08-29,22200,0.05,25,PE,NFO-OPT,NFO
14516738,56706,NIFTY24AUG22150CE,"NIFTY",0,2024-08-29,22150,0.05,25,CE,NFO-OPT,NFO
14516994,56707,NIFTY24AUG22150PE,"NIFTY",0,2024-08-29,22150,0.05,25,PE,NFO-OPT,NFO
14516226,56704,NIFTY24AUG22100CE,"NIFTY",0,2024-08-29,22100,0.05,25,CE,NFO-OPT,NFO
14516482,56705,NIFTY24AUG22100PE,"NIFTY",0,2024-08-29,22100,0.05,25,PE,NFO-OPT,NFO
14515714,56702,NIFTY24AUG22050CE,"NIFTY",0,2024-08-29,22050,0.05,25,CE,NFO-OPT,NFO
14515970,56703,NIFTY24AUG22050PE,"NIFTY",0,2024-08-29,22050,0.05,25,PE,NFO-OPT,NFO
14515202,56700,NIFTY24AUG22000CE,"NIFTY",0,2024-08-29,22000,0.05,25,CE,NFO-OPT,NFO
14515458,56701,NIFTY24AUG22000PE,"NIFTY",0,2024-08-29,22000,0.05,25,PE,NFO-OPT,NFO
14514690,56698,NIFTY24AUG21950CE,"NIFTY",0,2024-08-29,21950,0.05,25,CE,NFO-OPT,NFO
14514946,56699,NIFTY24AUG21950PE,"NIFTY",0,2024-08-29,21950,0.05,25,PE,NFO-OPT,NFO
14514178,56696,NIFTY24AUG21900CE,"NIFTY",0,2024-08-29,21900,0.05,25,CE,NFO-OPT,NFO
14514434,56697,NIFTY24AUG21900PE,"NIFTY",0,2024-08-29,21900,0.05,25,PE,NFO-OPT,NFO
14513666,56694,NIFTY24AUG21850CE,"NIFTY",0,2024-08-29,21850,0.05,25,CE,NFO-OPT,NFO
14513922,56695,NIFTY24AUG21850PE,"NIFTY",0,2024-08-29,21850,0.05,25,PE,NFO-OPT,NFO
14513154,56692,NIFTY24AUG21800CE,"NIFTY",0,2024-08-29,21800,0.05,25,CE,NFO-OPT,NFO
14513410,56693,NIFTY24AUG21800PE,"NIFTY",0,2024-08-29,21800,0.05,25,PE,NFO-OPT,NFO
14512642,56690,NIFTY24AUG21750CE,"NIFTY",0,2024-08-29,21750,0.05,25,CE,NFO-OPT,NFO
14512898,56691,NIFTY24AUG21750PE,"NIFTY",0,2024-08-29,21750,0.05,25,PE,NFO-OPT,NFO
14512130,56688,NIFTY24AUG21700CE,"NIFTY",0,2024-08-29,21700,0.05,25,CE,NFO-OPT,NFO
14512386,56689,NIFTY24AUG21700PE,"NIFTY",0,2024-08-29,21700,0.05,25,PE,NFO-OPT,NFO
14511618,56686,NIFTY24AUG21650CE,"NIFTY",0,2024-08-29,21650,0.05,25,CE,NFO-OPT,NFO
14511874,56687,NIFTY24AUG21650PE,"NIFTY",0,2024-08-29,21650,0.05,25,PE,NFO-OPT,NFO
14511106,56684,NIFTY24AUG21600CE,"NIFTY",0,2024-08-29,21600,0.05,25,CE,NFO-OPT,NFO
14511362,56685,NIFTY24AUG21600PE,"NIFTY",0,2024-08-29,21600,0.05,25,PE,NFO-OPT,NFO
14510594,56682,NIFTY24AUG21550CE,"NIFTY",0,2024-08-29,21550,0.05,25,CE,NFO-OPT,NFO
14510850,56683,NIFTY24AUG21550PE,"NIFTY",0,2024-08-29,21550,0.05,25,PE,NFO-OPT,NFO
14510082,56680,NIFTY24AUG21500CE,"NIFTY",0,2024-08-29,21500,0.05,25,CE,NFO-OPT,NFO
14510338,56681,NIFTY24AUG21500PE,"NIFTY",0,2024-08-29,21500,0.05,25,PE,NFO-OPT,NFO
14509570,56678,NIFTY24AUG21450CE,"NIFTY",0,2024-08-29,21450,0.05,25,CE,NFO-OPT,NFO
14509826,56679,NIFTY24AUG21450PE,"NIFTY",0,2024-08-29,21450,0.05,25,PE,NFO-OPT,NFO
14509058,56676,NIFTY24AUG21400CE,"NIFTY",0,2024-08-29,21400,0.05,25,CE,NFO-OPT,NFO
14509314,56677,NIFTY24AUG21400PE,"NIFTY",0,2024-08-29,21400,0.05,25,PE,NFO-OPT,NFO
14508546,56674,NIFTY24AUG21350CE,"NIFTY",0,2024-08-29,21350,0.05,25,CE,NFO-OPT,NFO
14508802,56675,NIFTY24AUG21350PE,"NIFTY",0,2024-08-29,21350,0.05,25,PE,NFO-OPT,NFO
14508034,56672,NIFTY24AUG21300CE,"NIFTY",0,2024-08-29,21300,0.05,25,CE,NFO-OPT,NFO
14508290,56673,NIFTY24AUG21300PE,"NIFTY",0,2024-08-29,21300,0.05,25,PE,NFO-OPT,NFO
14507522,56670,NIFTY24AUG21250CE,"NIFTY",0,2024-08-29,21250,0.05,25,CE,NFO-OPT,NFO
14507778,56671,NIFTY24AUG21250PE,"NIFTY",0,2024-08-29,21250,0.05,25,PE,NFO-OPT,NFO
14507010,56668,NIFTY24AUG21200CE,"NIFTY",0,2024-08-29,21200,0.05,25,CE,NFO-OPT,NFO
14507266,56669,NIFTY24AUG21200PE,"NIFTY",0,2024-08-29,21200,0.05,25,PE,NFO-OPT,NFO
14506498,56666,NIFTY24AUG21150CE,"NIFTY",0,2024-08-29,21150,0.05,25,CE,NFO-OPT,NFO
14506754,56667,NIFTY24AUG21150PE,"NIFTY",0,2024-08-29,21150,0.05,25,PE,NFO-OPT,NFO
14505986,56664,NIFTY24AUG21100CE,"NIFTY",0,2024-08-29,21100,0.05,25,CE,NFO-OPT,NFO
14506242,56665,NIFTY24AUG21100PE,"NIFTY",0,2024-08-29,21100,0.05,25,PE,NFO-OPT,NFO
14505474,56662,NIFTY24AUG21050CE,"NIFTY",0,2024-08-29,21050,0.05,25,CE,NFO-OPT,NFO
14505730,56663,NIFTY24AUG21050PE,"NIFTY",0,2024-08-29,21050,0.05,25,PE,NFO-OPT,NFO
14504962,56660,NIFTY24AUG21000CE,"NIFTY",0,2024-08-29,21000,0.05,25,CE,NFO-OPT,NFO
14505218,56661,NIFTY24AUG21000PE,"NIFTY",0,2024-08-29,21000,0.05,25,PE,NFO-OPT,NFO
14504450,56658,NIFTY24AUG20950CE,"NIFTY",0,2024-08-29,20950,0.05,25,CE,NFO-OPT,NFO
14504706,56659,NIFTY24AUG20950PE,"NIFTY",0,2024-08-29,20950,0.05,25,PE,NFO-OPT,NFO
14503938,56656,NIFTY24AUG20900CE,"NIFTY",0,2024-08-29,20900,0.05,25,CE,NFO-OPT,NFO
14504194,56657,NIFTY24AUG20900PE,"NIFTY",0,2024-08-29,20900,0.05,25,PE,NFO-OPT,NFO
14503426,56654,NIFTY24AUG20850CE,"NIFTY",0,2024-08-29,20850,0.05,25,CE,NFO-OPT,NFO
14503682,56655,NIFTY24AUG20850PE,"NIFTY",0,2024-08-29,20850,0.05,25,PE,NFO-OPT,NFO
14502914,56652,NIFTY24AUG20800CE,"NIFTY",0,2024-08-29,20800,0.05,25,CE,NFO-OPT,NFO
14503170,56653,NIFTY24AUG20800PE,"NIFTY",0,2024-08-29,20800,0.05,25,PE,NFO-OPT,NFO
14502402,56650,NIFTY24AUG20750CE,"NIFTY",0,2024-08-29,20750,0.05,25,CE,NFO-OPT,NFO
14502658,56651,NIFTY24AUG20750PE,"NIFTY",0,2024-08-29,20750,0.05,25,PE,NFO-OPT,NFO
14501890,56648,NIFTY24AUG20700CE,"NIFTY",0,2024-08-29,20700,0.05,25,CE,NFO-OPT,NFO
14502146,56649,NIFTY24AUG20700PE,"NIFTY",0,2024-08-29,20700,0.05,25,PE,NFO-OPT,NFO
14501378,56646,NIFTY24AUG20650CE,"NIFTY",0,2024-08-29,20650,0.05,25,CE,NFO-OPT,NFO
14501634,56647,NIFTY24AUG20650PE,"NIFTY",0,2024-08-29,20650,0.05,25,PE,NFO-OPT,NFO
14500866,56644,NIFTY24AUG20600CE,"NIFTY",0,2024-08-29,20600,0.05,25,CE,NFO-OPT,NFO
14501122,56645,NIFTY24AUG20600PE,"NIFTY",0,2024-08-29,20600,0.05,25,PE,NFO-OPT,NFO
14500354,56642,NIFTY24AUG20550CE,"NIFTY",0,2024-08-29,20550,0.05,25,CE,NFO-OPT,NFO
14500610,56643,NIFTY24AUG20550PE,"NIFTY",0,2024-08-29,20550,0.05,25,PE,NFO-OPT,NFO
14499842,56640,NIFTY24AUG20500CE,"NIFTY",0,2024-08-29,20500,0.05,25,CE,NFO-OPT,NFO
14500098,56641,NIFTY24AUG20500PE,"NIFTY",0,2024-08-29,20500,0.05,25,PE,NFO-OPT,NFO
14499330,56638,NIFTY24AUG20450CE,"NIFTY",0,2024-08-29,20450,0.05,25,CE,NFO-OPT,NFO
14499586,56639,NIFTY24AUG20450PE,"NIFTY",0,2024-08-29,20450,0.05,25,PE,NFO-OPT,NFO
14498818,56636,NIFTY24AUG20400CE,"NIFTY",0,2024-08-29,20400,0.05,25,CE,NFO-OPT,NFO
14499074,56637,NIFTY24AUG20400PE,"NIFTY",0,2024-08-29,20400,0.05,25,PE,NFO-OPT,NFO
14498306,56634,NIFTY24AUG20350CE,"NIFTY",0,2024-08-29,20350,0.05,25,CE,NFO-OPT,NFO
14498562,56635,NIFTY24AUG20350PE,"NIFTY",0,2024-08-29,20350,0.05,25,PE,NFO-OPT,NFO
14497794,56632,NIFTY24AUG20300CE,"NIFTY",0,2024-08-29,20300,0.05,25,CE,NFO-OPT,NFO
14498050,56633,NIFTY24AUG20300PE,"NIFTY",0,2024-08-29,20300,0.05,25,PE,NFO-OPT,NFO
14497282,56630,NIFTY24AUG20250CE,"NIFTY",0,2024-08-29,20250,0.05,25,CE,NFO-OPT,NFO
14497538,56631,NIFTY24AUG20250PE,"NIFTY",0,2024-08-29,20250,0.05,25,PE,NFO-OPT,NFO
14496770,56628,NIFTY24AUG20200CE,"NIFTY",0,2024-08-29,20200,0.05,25,CE,NFO-OPT,NFO
14497026,56629,NIFTY24AUG20200PE,"NIFTY",0,2024-08-29,20200,0.05,25,PE,NFO-OPT,NFO
14496258,56626,NIFTY24AUG20150CE,"NIFTY",0,2024-08-29,20150,0.05,25,CE,NFO-OPT,NFO
14496514,56627,NIFTY24AUG20150PE,"NIFTY",0,2024-08-29,20150,0.05,25,PE,NFO-OPT,NFO
13958146,54524,NIFTY24SEP24500CE,"NIFTY",0,2024-09-26,24500,0.05,25,CE,NFO-OPT,NFO
13958402,54525,NIFTY24SEP24500PE,"NIFTY",0,2024-09-26,24500,0.05,25,PE,NFO-OPT,NFO
13958658,54526,NIFTY24SEP24550CE,"NIFTY",0,2024-09-26,24550,0.05,25,CE,NFO-OPT,NFO
13958914,54527,NIFTY24SEP24550PE,"NIFTY",0,2024-09-26,24550,0.05,25,PE,NFO-OPT,NFO
13957634,54522,NIFTY24SEP24450CE,"NIFTY",0,2024-09-26,24450,0.05,25,CE,NFO-OPT,NFO
13957890,54523,NIFTY24SEP24450PE,"NIFTY",0,2024-09-26,24450,0.05,25,PE,NFO-OPT,NFO
13959170,54528,NIFTY24SEP24600CE,"NIFTY",0,2024-09-26,24600,0.05,25,CE,NFO-OPT,NFO
13959426,54529,NIFTY24SEP24600PE,"NIFTY",0,2024-09-26,24600,0.05,25,PE,NFO-OPT,NFO
13957122,54520,NIFTY24SEP24400CE,"NIFTY",0,2024-09-26,24400,0.05,25,CE,NFO-OPT,NFO
13957378,54521,NIFTY24SEP24400PE,"NIFTY",0,2024-09-26,24400,0.05,25,PE,NFO-OPT,NFO
13959682,54530,NIFTY24SEP24650CE,"NIFTY",0,2024-09-26,24650,0.05,25,CE,NFO-OPT,NFO
13959938,54531,NIFTY24SEP24650PE,"NIFTY",0,2024-09-26,24650,0.05,25,PE,NFO-OPT,NFO
13892610,54268,NIFTY24SEP24350CE,"NIFTY",0,2024-09-26,24350,0.05,25,CE,NFO-OPT,NFO
13956866,54519,NIFTY24SEP24350PE,"NIFTY",0,2024-09-26,24350,0.05,25,PE,NFO-OPT,NFO
13960194,54532,NIFTY24SEP24700CE,"NIFTY",0,2024-09-26,24700,0.05,25,CE,NFO-OPT,NFO
13960450,54533,NIFTY24SEP24700PE,"NIFTY",0,2024-09-26,24700,0.05,25,PE,NFO-OPT,NFO
13892098,54266,NIFTY24SEP24300CE,"NIFTY",0,2024-09-26,24300,0.05,25,CE,NFO-OPT,NFO
13892354,54267,NIFTY24SEP24300PE,"NIFTY",0,2024-09-26,24300,0.05,25,PE,NFO-OPT,NFO
13960706,54534,NIFTY24SEP24750CE,"NIFTY",0,2024-09-26,24750,0.05,25,CE,NFO-OPT,NFO
13960962,54535,NIFTY24SEP24750PE,"NIFTY",0,2024-09-26,24750,0.05,25,PE,NFO-OPT,NFO
13891586,54264,NIFTY24SEP24250CE,"NIFTY",0,2024-09-26,24250,0.05,25,CE,NFO-OPT,NFO
13891842,54265,NIFTY24SEP24250PE,"NIFTY",0,2024-09-26,24250,0.05,25,PE,NFO-OPT,NFO
13961218,54536,NIFTY24SEP24800CE,"NIFTY",0,2024-09-26,24800,0.05,25,CE,NFO-OPT,NFO
13961474,54537,NIFTY24SEP24800PE,"NIFTY",0,2024-09-26,24800,0.05,25,PE,NFO-OPT,NFO
13769474,53787,NIFTY24SEP24200CE,"NIFTY",0,2024-09-26,24200,0.05,25,CE,NFO-OPT,NFO
13891330,54263,NIFTY24SEP24200PE,"NIFTY",0,2024-09-26,24200,0.05,25,PE,NFO-OPT,NFO
13961730,54538,NIFTY24SEP24850CE,"NIFTY",0,2024-09-26,24850,0.05,25,CE,NFO-OPT,NFO
13961986,54539,NIFTY24SEP24850PE,"NIFTY",0,2024-09-26,24850,0.05,25,PE,NFO-OPT,NFO
13767682,53780,NIFTY24SEP24150CE,"NIFTY",0,2024-09-26,24150,0.05,25,CE,NFO-OPT,NFO
13768706,53784,NIFTY24SEP24150PE,"NIFTY",0,2024-09-26,24150,0.05,25,PE,NFO-OPT,NFO
13962498,54541,NIFTY24SEP24900PE,"NIFTY",0,2024-09-26,24900,0.05,25,PE,NFO-OPT,NFO
16875266,65919,NIFTY24SEP29000CE,"NIFTY",0,2024-09-26,29000,0.05,25,CE,NFO-OPT,NFO
16878594,65932,NIFTY24SEP29000PE,"NIFTY",0,2024-09-26,29000,0.05,25,PE,NFO-OPT,NFO
16874754,65917,NIFTY24SEP28000CE,"NIFTY",0,2024-09-26,28000,0.05,25,CE,NFO-OPT,NFO
16875010,65918,NIFTY24SEP28000PE,"NIFTY",0,2024-09-26,28000,0.05,25,PE,NFO-OPT,NFO
16874242,65915,NIFTY24SEP27000CE,"NIFTY",0,2024-09-26,27000,0.05,25,CE,NFO-OPT,NFO
16874498,65916,NIFTY24SEP27000PE,"NIFTY",0,2024-09-26,27000,0.05,25,PE,NFO-OPT,NFO
14359298,56091,NIFTY24SEP26250CE,"NIFTY",0,2024-09-26,26250,0.05,25,CE,NFO-OPT,NFO
14361346,56099,NIFTY24SEP26250PE,"NIFTY",0,2024-09-26,26250,0.05,25,PE,NFO-OPT,NFO
14358786,56089,NIFTY24SEP26200CE,"NIFTY",0,2024-09-26,26200,0.05,25,CE,NFO-OPT,NFO
14359042,56090,NIFTY24SEP26200PE,"NIFTY",0,2024-09-26,26200,0.05,25,PE,NFO-OPT,NFO
14358018,56086,NIFTY24SEP26150CE,"NIFTY",0,2024-09-26,26150,0.05,25,CE,NFO-OPT,NFO
14358530,56088,NIFTY24SEP26150PE,"NIFTY",0,2024-09-26,26150,0.05,25,PE,NFO-OPT,NFO
14356482,56080,NIFTY24SEP26100CE,"NIFTY",0,2024-09-26,26100,0.05,25,CE,NFO-OPT,NFO
14357762,56085,NIFTY24SEP26100PE,"NIFTY",0,2024-09-26,26100,0.05,25,PE,NFO-OPT,NFO
14350850,56058,NIFTY24SEP26050CE,"NIFTY",0,2024-09-26,26050,0.05,25,CE,NFO-OPT,NFO
14355714,56077,NIFTY24SEP26050PE,"NIFTY",0,2024-09-26,26050,0.05,25,PE,NFO-OPT,NFO
16873730,65913,NIFTY24SEP26000CE,"NIFTY",0,2024-09-26,26000,0.05,25,CE,NFO-OPT,NFO
16873986,65914,NIFTY24SEP26000PE,"NIFTY",0,2024-09-26,26000,0.05,25,PE,NFO-OPT,NFO
14349826,56054,NIFTY24SEP25950CE,"NIFTY",0,2024-09-26,25950,0.05,25,CE,NFO-OPT,NFO
14350082,56055,NIFTY24SEP25950PE,"NIFTY",0,2024-09-26,25950,0.05,25,PE,NFO-OPT,NFO
14349058,56051,NIFTY24SEP25900CE,"NIFTY",0,2024-09-26,25900,0.05,25,CE,NFO-OPT,NFO
14349570,56053,NIFTY24SEP25900PE,"NIFTY",0,2024-09-26,25900,0.05,25,PE,NFO-OPT,NFO
14348290,56048,NIFTY24SEP25850CE,"NIFTY",0,2024-09-26,25850,0.05,25,CE,NFO-OPT,NFO
14348546,56049,NIFTY24SEP25850PE,"NIFTY",0,2024-09-26,25850,0.05,25,PE,NFO-OPT,NFO
14347778,56046,NIFTY24SEP25800CE,"NIFTY",0,2024-09-26,25800,0.05,25,CE,NFO-OPT,NFO
14348034,56047,NIFTY24SEP25800PE,"NIFTY",0,2024-09-26,25800,0.05,25,PE,NFO-OPT,NFO
14345218,56036,NIFTY24SEP25750CE,"NIFTY",0,2024-09-26,25750,0.05,25,CE,NFO-OPT,NFO
14345474,56037,NIFTY24SEP25750PE,"NIFTY",0,2024-09-26,25750,0.05,25,PE,NFO-OPT,NFO
14103554,55092,NIFTY24SEP25700CE,"NIFTY",0,2024-09-26,25700,0.05,25,CE,NFO-OPT,NFO
14340866,56019,NIFTY24SEP25700PE,"NIFTY",0,2024-09-26,25700,0.05,25,PE,NFO-OPT,NFO
14006786,54714,NIFTY24SEP25650CE,"NIFTY",0,2024-09-26,25650,0.05,25,CE,NFO-OPT,NFO
14103298,55091,NIFTY24SEP25650PE,"NIFTY",0,2024-09-26,25650,0.05,25,PE,NFO-OPT,NFO
14006274,54712,NIFTY24SEP25600CE,"NIFTY",0,2024-09-26,25600,0.05,25,CE,NFO-OPT,NFO
14006530,54713,NIFTY24SEP25600PE,"NIFTY",0,2024-09-26,25600,0.05,25,PE,NFO-OPT,NFO
14005506,54709,NIFTY24SEP25550CE,"NIFTY",0,2024-09-26,25550,0.05,25,CE,NFO-OPT,NFO
14006018,54711,NIFTY24SEP25550PE,"NIFTY",0,2024-09-26,25550,0.05,25,PE,NFO-OPT,NFO
14004738,54706,NIFTY24SEP25500CE,"NIFTY",0,2024-09-26,25500,0.05,25,CE,NFO-OPT,NFO
14005250,54708,NIFTY24SEP25500PE,"NIFTY",0,2024-09-26,25500,0.05,25,PE,NFO-OPT,NFO
13967874,54562,NIFTY24SEP25450CE,"NIFTY",0,2024-09-26,25450,0.05,25,CE,NFO-OPT,NFO
14004482,54705,NIFTY24SEP25450PE,"NIFTY",0,2024-09-26,25450,0.05,25,PE,NFO-OPT,NFO
13967362,54560,NIFTY24SEP25400CE,"NIFTY",0,2024-09-26,25400,0.05,25,CE,NFO-OPT,NFO
13967618,54561,NIFTY24SEP25400PE,"NIFTY",0,2024-09-26,25400,0.05,25,PE,NFO-OPT,NFO
13966850,54558,NIFTY24SEP25350CE,"NIFTY",0,2024-09-26,25350,0.05,25,CE,NFO-OPT,NFO
13967106,54559,NIFTY24SEP25350PE,"NIFTY",0,2024-09-26,25350,0.05,25,PE,NFO-OPT,NFO
13965826,54554,NIFTY24SEP25300CE,"NIFTY",0,2024-09-26,25300,0.05,25,CE,NFO-OPT,NFO
13966594,54557,NIFTY24SEP25300PE,"NIFTY",0,2024-09-26,25300,0.05,25,PE,NFO-OPT,NFO
13965314,54552,NIFTY24SEP25250CE,"NIFTY",0,2024-09-26,25250,0.05,25,CE,NFO-OPT,NFO
13965570,54553,NIFTY24SEP25250PE,"NIFTY",0,2024-09-26,25250,0.05,25,PE,NFO-OPT,NFO
13964802,54550,NIFTY24SEP25200CE,"NIFTY",0,2024-09-26,25200,0.05,25,CE,NFO-OPT,NFO
13965058,54551,NIFTY24SEP25200PE,"NIFTY",0,2024-09-26,25200,0.05,25,PE,NFO-OPT,NFO
13964290,54548,NIFTY24SEP25150CE,"NIFTY",0,2024-09-26,25150,0.05,25,CE,NFO-OPT,NFO
13964546,54549,NIFTY24SEP25150PE,"NIFTY",0,2024-09-26,25150,0.05,25,PE,NFO-OPT,NFO
13963778,54546,NIFTY24SEP25100CE,"NIFTY",0,2024-09-26,25100,0.05,25,CE,NFO-OPT,NFO
13964034,54547,NIFTY24SEP25100PE,"NIFTY",0,2024-09-26,25100,0.05,25,PE,NFO-OPT,NFO
13963266,54544,NIFTY24SEP25050CE,"NIFTY",0,2024-09-26,25050,0.05,25,CE,NFO-OPT,NFO
13963522,54545,NIFTY24SEP25050PE,"NIFTY",0,2024-09-26,25050,0.05,25,PE,NFO-OPT,NFO
16871170,65903,NIFTY24SEP25000CE,"NIFTY",0,2024-09-26,25000,0.05,25,CE,NFO-OPT,NFO
16873474,65912,NIFTY24SEP25000PE,"NIFTY",0,2024-09-26,25000,0.05,25,PE,NFO-OPT,NFO
13962754,54542,NIFTY24SEP24950CE,"NIFTY",0,2024-09-26,24950,0.05,25,CE,NFO-OPT,NFO
13963010,54543,NIFTY24SEP24950PE,"NIFTY",0,2024-09-26,24950,0.05,25,PE,NFO-OPT,NFO
13962242,54540,NIFTY24SEP24900CE,"NIFTY",0,2024-09-26,24900,0.05,25,CE,NFO-OPT,NFO
13756930,53738,NIFTY24SEP24100CE,"NIFTY",0,2024-09-26,24100,0.05,25,CE,NFO-OPT,NFO
13767426,53779,NIFTY24SEP24100PE,"NIFTY",0,2024-09-26,24100,0.05,25,PE,NFO-OPT,NFO
13755906,53734,NIFTY24SEP24050CE,"NIFTY",0,2024-09-26,24050,0.05,25,CE,NFO-OPT,NFO
13756674,53737,NIFTY24SEP24050PE,"NIFTY",0,2024-09-26,24050,0.05,25,PE,NFO-OPT,NFO
16869634,65897,NIFTY24SEP24000CE,"NIFTY",0,2024-09-26,24000,0.05,25,CE,NFO-OPT,NFO
16870914,65902,NIFTY24SEP24000PE,"NIFTY",0,2024-09-26,24000,0.05,25,PE,NFO-OPT,NFO
13754882,53730,NIFTY24SEP23950CE,"NIFTY",0,2024-09-26,23950,0.05,25,CE,NFO-OPT,NFO
13755650,53733,NIFTY24SEP23950PE,"NIFTY",0,2024-09-26,23950,0.05,25,PE,NFO-OPT,NFO
13503746,52749,NIFTY24SEP23900CE,"NIFTY",0,2024-09-26,23900,0.05,25,CE,NFO-OPT,NFO
13754626,53729,NIFTY24SEP23900PE,"NIFTY",0,2024-09-26,23900,0.05,25,PE,NFO-OPT,NFO
13503234,52747,NIFTY24SEP23850CE,"NIFTY",0,2024-09-26,23850,0.05,25,CE,NFO-OPT,NFO
13503490,52748,NIFTY24SEP23850PE,"NIFTY",0,2024-09-26,23850,0.05,25,PE,NFO-OPT,NFO
13502210,52743,NIFTY24SEP23800CE,"NIFTY",0,2024-09-26,23800,0.05,25,CE,NFO-OPT,NFO
13502978,52746,NIFTY24SEP23800PE,"NIFTY",0,2024-09-26,23800,0.05,25,PE,NFO-OPT,NFO
13501442,52740,NIFTY24SEP23750CE,"NIFTY",0,2024-09-26,23750,0.05,25,CE,NFO-OPT,NFO
13501698,52741,NIFTY24SEP23750PE,"NIFTY",0,2024-09-26,23750,0.05,25,PE,NFO-OPT,NFO
13423874,52437,NIFTY24SEP23700CE,"NIFTY",0,2024-09-26,23700,0.05,25,CE,NFO-OPT,NFO
13500162,52735,NIFTY24SEP23700PE,"NIFTY",0,2024-09-26,23700,0.05,25,PE,NFO-OPT,NFO
13423362,52435,NIFTY24SEP23650CE,"NIFTY",0,2024-09-26,23650,0.05,25,CE,NFO-OPT,NFO
13423618,52436,NIFTY24SEP23650PE,"NIFTY",0,2024-09-26,23650,0.05,25,PE,NFO-OPT,NFO
13419266,52419,NIFTY24SEP23600CE,"NIFTY",0,2024-09-26,23600,0.05,25,CE,NFO-OPT,NFO
13423106,52434,NIFTY24SEP23600PE,"NIFTY",0,2024-09-26,23600,0.05,25,PE,NFO-OPT,NFO
13156610,51393,NIFTY24SEP23550CE,"NIFTY",0,2024-09-26,23550,0.05,25,CE,NFO-OPT,NFO
13419010,52418,NIFTY24SEP23550PE,"NIFTY",0,2024-09-26,23550,0.05,25,PE,NFO-OPT,NFO
13155842,51390,NIFTY24SEP23500CE,"NIFTY",0,2024-09-26,23500,0.05,25,CE,NFO-OPT,NFO
13156098,51391,NIFTY24SEP23500PE,"NIFTY",0,2024-09-26,23500,0.05,25,PE,NFO-OPT,NFO
13155330,51388,NIFTY24SEP23450CE,"NIFTY",0,2024-09-26,23450,0.05,25,CE,NFO-OPT,NFO
13155586,51389,NIFTY24SEP23450PE,"NIFTY",0,2024-09-26,23450,0.05,25,PE,NFO-OPT,NFO
13003010,50793,NIFTY24SEP23400CE,"NIFTY",0,2024-09-26,23400,0.05,25,CE,NFO-OPT,NFO
13155074,51387,NIFTY24SEP23400PE,"NIFTY",0,2024-09-26,23400,0.05,25,PE,NFO-OPT,NFO
13001986,50789,NIFTY24SEP23350CE,"NIFTY",0,2024-09-26,23350,0.05,25,CE,NFO-OPT,NFO
13002242,50790,NIFTY24SEP23350PE,"NIFTY",0,2024-09-26,23350,0.05,25,PE,NFO-OPT,NFO
12937218,50536,NIFTY24SEP23300CE,"NIFTY",0,2024-09-26,23300,0.05,25,CE,NFO-OPT,NFO
13001730,50788,NIFTY24SEP23300PE,"NIFTY",0,2024-09-26,23300,0.05,25,PE,NFO-OPT,NFO
12936706,50534,NIFTY24SEP23250CE,"NIFTY",0,2024-09-26,23250,0.05,25,CE,NFO-OPT,NFO
12936962,50535,NIFTY24SEP23250PE,"NIFTY",0,2024-09-26,23250,0.05,25,PE,NFO-OPT,NFO
12935938,50531,NIFTY24SEP23200CE,"NIFTY",0,2024-09-26,23200,0.05,25,CE,NFO-OPT,NFO
